,Date,Time,Stage_01,Flow_01,Stage_02,Flow_02,Stage_03,Flow_03,Precipitation
0,2021-01-01,01:00:00,0.19,0.0,0.19,0.0,0.19,0.01,0.0
1,2021-01-01,01:10:00,0.19,0.0,0.19,0.0,0.19,0.0,0.03
2,2021-01-01,01:20:00,0.19,-0.01,0.19,0.0,0.19,0.03,0.03
3,2021-01-01,01:30:00,0.19,-0.03,0.19,0.01,0.19,0.02,0.03
4,2021-01-01,01:40:00,0.19,-0.07,0.19,0.02,0.19,0.01,0.03
5,2021-01-01,01:50:00,0.19,-0.12,0.19,0.01,0.19,0.01,0.03
6,2021-01-01,02:00:00,0.19,-0.17,0.19,0.01,0.19,-0.01,0.03
7,2021-01-01,02:10:00,0.2,-0.22,0.19,0.0,0.19,-0.04,0.03
8,2021-01-01,02:20:00,0.2,-0.27,0.19,-0.01,0.19,-0.06,0.03
9,2021-01-01,02:30:00,0.2,-0.32,0.19,-0.01,0.19,-0.08,0.03
10,2021-01-01,02:40:00,0.21,-0.36,0.19,-0.01,0.19,-0.09,0.03
11,2021-01-01,02:50:00,0.21,-0.39,0.19,-0.01,0.19,-0.11,0.03
12,2021-01-01,03:00:00,0.22,-0.41,0.19,-0.01,0.19,-0.11,0.03
13,2021-01-01,03:10:00,0.22,-0.43,0.19,-0.01,0.19,-0.12,0.03
14,2021-01-01,03:20:00,0.22,-0.45,0.19,0.0,0.19,-0.13,0.03
15,2021-01-01,03:30:00,0.23,-0.46,0.19,0.0,0.19,-0.14,0.03
16,2021-01-01,03:40:00,0.23,-0.47,0.19,0.0,0.19,-0.14,0.03
17,2021-01-01,03:50:00,0.24,-0.48,0.19,0.01,0.19,-0.14,0.03
18,2021-01-01,04:00:00,0.24,-0.5,0.19,0.01,0.19,-0.15,0.03
19,2021-01-01,04:10:00,0.24,-0.51,0.19,0.02,0.19,-0.15,0.04
20,2021-01-01,04:20:00,0.25,-0.52,0.19,0.02,0.19,-0.15,0.04
21,2021-01-01,04:30:00,0.25,-0.53,0.19,0.02,0.19,-0.16,0.04
22,2021-01-01,04:40:00,0.25,-0.55,0.19,0.03,0.19,-0.16,0.04
23,2021-01-01,04:50:00,0.26,-0.56,0.19,0.03,0.2,-0.16,0.04
24,2021-01-01,05:00:00,0.26,-0.58,0.19,0.04,0.2,-0.16,0.04
25,2021-01-01,05:10:00,0.26,-0.59,0.19,0.04,0.2,-0.17,0.04
26,2021-01-01,05:20:00,0.27,-0.61,0.2,0.05,0.2,-0.17,0.04
27,2021-01-01,05:30:00,0.27,-0.62,0.2,0.05,0.2,-0.17,0.04
28,2021-01-01,05:40:00,0.28,-0.63,0.2,0.06,0.2,-0.17,0.04
29,2021-01-01,05:50:00,0.28,-0.64,0.2,0.06,0.2,-0.17,0.04
30,2021-01-01,06:00:00,0.28,-0.66,0.2,0.07,0.2,-0.18,0.04
31,2021-01-01,06:10:00,0.29,-0.67,0.2,0.07,0.2,-0.18,0.04
32,2021-01-01,06:20:00,0.29,-0.68,0.2,0.08,0.2,-0.18,0.04
33,2021-01-01,06:30:00,0.29,-0.68,0.2,0.08,0.2,-0.18,0.04
34,2021-01-01,06:40:00,0.29,-0.69,0.2,0.09,0.2,-0.18,0.04
35,2021-01-01,06:50:00,0.3,-0.7,0.2,0.1,0.2,-0.18,0.04
36,2021-01-01,07:00:00,0.3,-0.71,0.2,0.1,0.2,-0.18,0.04
37,2021-01-01,07:10:00,0.3,-0.72,0.2,0.11,0.2,-0.18,0.04
38,2021-01-01,07:20:00,0.31,-0.73,0.2,0.12,0.2,-0.18,0.05
39,2021-01-01,07:30:00,0.31,-0.74,0.2,0.12,0.2,-0.18,0.05
40,2021-01-01,07:40:00,0.31,-0.75,0.2,0.13,0.2,-0.18,0.05
41,2021-01-01,07:50:00,0.31,-0.76,0.2,0.14,0.21,-0.18,0.06
42,2021-01-01,08:00:00,0.32,-0.78,0.2,0.14,0.21,-0.18,0.06
43,2021-01-01,08:10:00,0.32,-0.81,0.21,0.15,0.21,-0.19,0.06
44,2021-01-01,08:20:00,0.32,-0.84,0.21,0.16,0.21,-0.19,0.06
45,2021-01-01,08:30:00,0.33,-0.87,0.21,0.16,0.21,-0.19,0.06
46,2021-01-01,08:40:00,0.33,-0.91,0.21,0.17,0.21,-0.2,0.06
47,2021-01-01,08:50:00,0.34,-0.94,0.21,0.17,0.21,-0.2,0.06
48,2021-01-01,09:00:00,0.34,-0.97,0.21,0.18,0.21,-0.21,0.07
49,2021-01-01,09:10:00,0.34,-1.01,0.21,0.18,0.21,-0.22,0.07
50,2021-01-01,09:20:00,0.35,-1.04,0.21,0.18,0.21,-0.22,0.08
51,2021-01-01,09:30:00,0.35,-1.07,0.21,0.19,0.21,-0.23,0.1
52,2021-01-01,09:40:00,0.36,-1.12,0.21,0.19,0.21,-0.24,0.11
53,2021-01-01,09:50:00,0.36,-1.17,0.21,0.2,0.22,-0.25,0.12
54,2021-01-01,10:00:00,0.37,-1.25,0.21,0.2,0.22,-0.26,0.13
55,2021-01-01,10:10:00,0.38,-1.34,0.22,0.21,0.22,-0.28,0.14
56,2021-01-01,10:20:00,0.39,-1.46,0.22,0.21,0.22,-0.29,0.16
57,2021-01-01,10:30:00,0.4,-1.59,0.22,0.21,0.22,-0.32,0.18
58,2021-01-01,10:40:00,0.41,-1.77,0.22,0.21,0.22,-0.34,0.33
59,2021-01-01,10:50:00,0.42,-2.04,0.22,0.21,0.22,-0.38,0.76
60,2021-01-01,11:00:00,0.44,-2.5,0.22,0.2,0.23,-0.42,1.04
61,2021-01-01,11:10:00,0.47,-3.18,0.22,0.2,0.23,-0.49,0.27
62,2021-01-01,11:20:00,0.51,-4.09,0.22,0.19,0.23,-0.58,0.23
63,2021-01-01,11:30:00,0.55,-5.06,0.23,0.17,0.24,-0.7,0.18
64,2021-01-01,11:40:00,0.61,-5.81,0.23,0.15,0.25,-0.84,0.15
65,2021-01-01,11:50:00,0.66,-6.17,0.23,0.12,0.25,-0.99,0.13
66,2021-01-01,12:00:00,0.7,-6.26,0.23,0.09,0.26,-1.12,0.12
67,2021-01-01,12:10:00,0.72,-6.1,0.23,0.05,0.27,-1.23,0.11
68,2021-01-01,12:20:00,0.74,-5.74,0.24,0.03,0.27,-1.29,0.11
69,2021-01-01,12:30:00,0.75,-5.23,0.24,0.03,0.28,-1.33,0.1
70,2021-01-01,12:40:00,0.75,-4.74,0.24,0.07,0.28,-1.33,0.1
71,2021-01-01,12:50:00,0.74,-4.34,0.25,0.15,0.29,-1.32,0.1
72,2021-01-01,13:00:00,0.73,-4.0,0.25,0.27,0.29,-1.29,0.09
73,2021-01-01,13:10:00,0.72,-3.7,0.26,0.43,0.29,-1.25,0.09
74,2021-01-01,13:20:00,0.71,-3.44,0.26,0.63,0.29,-1.2,0.09
75,2021-01-01,13:30:00,0.7,-3.2,0.27,0.85,0.29,-1.15,0.08
76,2021-01-01,13:40:00,0.69,-2.98,0.27,1.03,0.29,-1.08,0.08
77,2021-01-01,13:50:00,0.68,-2.76,0.28,1.13,0.29,-1.0,0.08
78,2021-01-01,14:00:00,0.67,-2.56,0.29,1.21,0.3,-0.91,0.07
79,2021-01-01,14:10:00,0.66,-2.37,0.29,1.29,0.3,-0.82,0.07
80,2021-01-01,14:20:00,0.65,-2.18,0.3,1.35,0.3,-0.71,0.07
81,2021-01-01,14:30:00,0.64,-2.0,0.3,1.4,0.3,-0.6,0.07
82,2021-01-01,14:40:00,0.64,-1.82,0.31,1.44,0.3,-0.48,0.06
83,2021-01-01,14:50:00,0.63,-1.65,0.31,1.48,0.31,-0.34,0.06
84,2021-01-01,15:00:00,0.63,-1.48,0.32,1.52,0.31,-0.17,0.06
85,2021-01-01,15:10:00,0.62,-1.31,0.32,1.56,0.31,0.04,0.05
86,2021-01-01,15:20:00,0.62,-1.14,0.33,1.61,0.31,0.18,0.05
87,2021-01-01,15:30:00,0.62,-0.97,0.33,1.65,0.31,0.23,0.05
88,2021-01-01,15:40:00,0.62,-0.8,0.33,1.67,0.32,0.28,0.05
89,2021-01-01,15:50:00,0.61,-0.63,0.33,1.68,0.32,0.33,0.05
90,2021-01-01,16:00:00,0.61,-0.46,0.34,1.68,0.32,0.37,0.05
91,2021-01-01,16:10:00,0.61,-0.3,0.34,1.69,0.32,0.41,0.05
92,2021-01-01,16:20:00,0.61,-0.13,0.34,1.69,0.32,0.45,0.05
93,2021-01-01,16:30:00,0.62,0.02,0.34,1.69,0.33,0.48,0.05
94,2021-01-01,16:40:00,0.62,0.1,0.35,1.69,0.33,0.51,0.05
95,2021-01-01,16:50:00,0.62,0.14,0.35,1.69,0.33,0.53,0.05
96,2021-01-01,17:00:00,0.62,0.16,0.35,1.69,0.33,0.56,0.05
97,2021-01-01,17:10:00,0.62,0.19,0.35,1.69,0.33,0.58,0.05
98,2021-01-01,17:20:00,0.62,0.23,0.35,1.7,0.33,0.6,0.05
99,2021-01-01,17:30:00,0.62,0.27,0.36,1.7,0.34,0.62,0.05
100,2021-01-01,17:40:00,0.62,0.3,0.36,1.71,0.34,0.64,0.05
101,2021-01-01,17:50:00,0.62,0.33,0.36,1.72,0.34,0.65,0.05
102,2021-01-01,18:00:00,0.62,0.35,0.36,1.72,0.34,0.67,0.04
103,2021-01-01,18:10:00,0.62,0.38,0.36,1.73,0.34,0.69,0.05
104,2021-01-01,18:20:00,0.63,0.4,0.36,1.73,0.34,0.71,0.04
105,2021-01-01,18:30:00,0.63,0.42,0.37,1.73,0.34,0.73,0.04
106,2021-01-01,18:40:00,0.63,0.44,0.37,1.74,0.35,0.75,0.04
107,2021-01-01,18:50:00,0.63,0.46,0.37,1.74,0.35,0.76,0.04
108,2021-01-01,19:00:00,0.63,0.49,0.37,1.74,0.35,0.78,0.04
109,2021-01-01,19:10:00,0.63,0.51,0.37,1.74,0.35,0.8,0.04
110,2021-01-01,19:20:00,0.63,0.53,0.37,1.74,0.35,0.82,0.04
111,2021-01-01,19:30:00,0.63,0.55,0.38,1.74,0.35,0.84,0.04
112,2021-01-01,19:40:00,0.63,0.57,0.38,1.74,0.36,0.86,0.04
113,2021-01-01,19:50:00,0.63,0.59,0.38,1.74,0.36,0.88,0.04
114,2021-01-01,20:00:00,0.63,0.61,0.38,1.74,0.36,0.91,0.04
115,2021-01-01,20:10:00,0.63,0.63,0.38,1.73,0.36,0.93,0.04
116,2021-01-01,20:20:00,0.63,0.64,0.38,1.73,0.36,0.95,0.04
117,2021-01-01,20:30:00,0.63,0.66,0.39,1.73,0.36,0.97,0.04
118,2021-01-01,20:40:00,0.63,0.68,0.39,1.72,0.37,0.99,0.04
119,2021-01-01,20:50:00,0.63,0.7,0.39,1.72,0.37,1.01,0.04
120,2021-01-01,21:00:00,0.63,0.72,0.39,1.72,0.37,1.03,0.04
121,2021-01-01,21:10:00,0.63,0.74,0.39,1.72,0.37,1.05,0.03
122,2021-01-01,21:20:00,0.63,0.76,0.39,1.72,0.37,1.07,0.03
123,2021-01-01,21:30:00,0.63,0.77,0.4,1.72,0.37,1.08,0.03
124,2021-01-01,21:40:00,0.63,0.79,0.4,1.73,0.38,1.1,0.03
125,2021-01-01,21:50:00,0.63,0.81,0.4,1.73,0.38,1.11,0.03
126,2021-01-01,22:00:00,0.63,0.83,0.4,1.73,0.38,1.13,0.03
127,2021-01-01,22:10:00,0.63,0.85,0.4,1.74,0.38,1.14,0.03
128,2021-01-01,22:20:00,0.63,0.87,0.4,1.74,0.38,1.15,0.03
129,2021-01-01,22:30:00,0.63,0.89,0.41,1.75,0.38,1.17,0.03
130,2021-01-01,22:40:00,0.63,0.9,0.41,1.76,0.39,1.18,0.03
131,2021-01-01,22:50:00,0.63,0.92,0.41,1.76,0.39,1.19,0.03
132,2021-01-01,23:00:00,0.63,0.94,0.41,1.77,0.39,1.2,0.03
133,2021-01-01,23:10:00,0.63,0.96,0.41,1.78,0.39,1.21,0.03
134,2021-01-01,23:20:00,0.63,0.98,0.41,1.78,0.39,1.22,0.03
135,2021-01-01,23:30:00,0.63,1.01,0.41,1.79,0.39,1.23,0.03
136,2021-01-01,23:40:00,0.63,1.03,0.42,1.8,0.39,1.24,0.03
137,2021-01-01,23:50:00,0.63,1.05,0.42,1.81,0.4,1.25,0.03
138,2021-01-02,00:00:00,0.63,1.07,0.42,1.81,0.4,1.26,0.02
139,2021-01-02,00:10:00,0.63,1.09,0.42,1.82,0.4,1.27,0.03
140,2021-01-02,00:20:00,0.63,1.11,0.42,1.83,0.4,1.28,0.02
141,2021-01-02,00:30:00,0.63,1.13,0.42,1.83,0.4,1.29,0.02
142,2021-01-02,00:40:00,0.63,1.15,0.42,1.84,0.4,1.3,0.02
143,2021-01-02,00:50:00,0.63,1.16,0.43,1.85,0.4,1.31,0.02
144,2021-01-02,01:00:00,0.63,1.18,0.43,1.86,0.4,1.32,0.02
145,2021-01-02,01:10:00,0.63,1.2,0.43,1.86,0.4,1.33,0.0
146,2021-01-02,01:20:00,0.63,1.23,0.43,1.87,0.41,1.34,0.0
147,2021-01-02,01:30:00,0.63,1.26,0.43,1.88,0.41,1.35,0.0
148,2021-01-02,01:40:00,0.63,1.31,0.43,1.88,0.41,1.36,0.0
149,2021-01-02,01:50:00,0.63,1.36,0.43,1.89,0.41,1.38,0.0
150,2021-01-02,02:00:00,0.63,1.42,0.43,1.9,0.41,1.39,0.0
151,2021-01-02,02:10:00,0.63,1.48,0.43,1.9,0.41,1.41,0.0
152,2021-01-02,02:20:00,0.63,1.54,0.43,1.91,0.41,1.43,0.0
153,2021-01-02,02:30:00,0.62,1.59,0.44,1.92,0.41,1.44,0.0
154,2021-01-02,02:40:00,0.62,1.63,0.44,1.92,0.41,1.46,0.0
155,2021-01-02,02:50:00,0.62,1.66,0.44,1.92,0.41,1.48,0.0
156,2021-01-02,03:00:00,0.62,1.68,0.44,1.93,0.41,1.49,0.0
157,2021-01-02,03:10:00,0.62,1.7,0.44,1.93,0.41,1.5,0.0
158,2021-01-02,03:20:00,0.61,1.71,0.44,1.93,0.41,1.51,0.0
159,2021-01-02,03:30:00,0.61,1.72,0.44,1.92,0.41,1.52,0.0
160,2021-01-02,03:40:00,0.61,1.73,0.44,1.92,0.41,1.53,0.0
161,2021-01-02,03:50:00,0.61,1.73,0.44,1.92,0.41,1.54,0.0
162,2021-01-02,04:00:00,0.61,1.74,0.44,1.91,0.41,1.54,0.0
163,2021-01-02,04:10:00,0.61,1.74,0.44,1.91,0.41,1.55,0.0
164,2021-01-02,04:20:00,0.61,1.74,0.44,1.9,0.41,1.55,0.0
165,2021-01-02,04:30:00,0.6,1.73,0.44,1.9,0.41,1.56,0.0
166,2021-01-02,04:40:00,0.6,1.73,0.44,1.89,0.41,1.56,0.0
167,2021-01-02,04:50:00,0.6,1.73,0.44,1.88,0.41,1.56,0.0
168,2021-01-02,05:00:00,0.6,1.73,0.44,1.88,0.42,1.56,0.0
169,2021-01-02,05:10:00,0.6,1.72,0.44,1.87,0.42,1.56,0.0
170,2021-01-02,05:20:00,0.6,1.72,0.44,1.86,0.42,1.56,0.0
171,2021-01-02,05:30:00,0.6,1.71,0.44,1.86,0.42,1.56,0.0
172,2021-01-02,05:40:00,0.6,1.71,0.44,1.85,0.42,1.56,0.0
173,2021-01-02,05:50:00,0.6,1.7,0.44,1.85,0.42,1.56,0.0
174,2021-01-02,06:00:00,0.59,1.7,0.44,1.84,0.42,1.56,0.0
175,2021-01-02,06:10:00,0.59,1.69,0.44,1.83,0.42,1.56,0.0
176,2021-01-02,06:20:00,0.59,1.68,0.44,1.83,0.42,1.56,0.0
177,2021-01-02,06:30:00,0.59,1.68,0.44,1.82,0.42,1.56,0.0
178,2021-01-02,06:40:00,0.59,1.67,0.44,1.81,0.42,1.56,0.0
179,2021-01-02,06:50:00,0.59,1.67,0.44,1.81,0.42,1.56,0.0
180,2021-01-02,07:00:00,0.59,1.66,0.44,1.8,0.42,1.56,0.0
181,2021-01-02,07:10:00,0.59,1.65,0.44,1.79,0.42,1.56,0.0
182,2021-01-02,07:20:00,0.59,1.65,0.44,1.79,0.42,1.56,0.0
183,2021-01-02,07:30:00,0.59,1.64,0.44,1.78,0.42,1.56,0.0
184,2021-01-02,07:40:00,0.59,1.64,0.44,1.77,0.42,1.55,0.0
185,2021-01-02,07:50:00,0.59,1.63,0.44,1.77,0.42,1.55,0.0
186,2021-01-02,08:00:00,0.59,1.62,0.44,1.76,0.42,1.55,0.0
187,2021-01-02,08:10:00,0.58,1.62,0.44,1.75,0.42,1.55,0.0
188,2021-01-02,08:20:00,0.58,1.61,0.44,1.75,0.42,1.55,0.0
189,2021-01-02,08:30:00,0.58,1.61,0.44,1.74,0.42,1.55,0.0
190,2021-01-02,08:40:00,0.58,1.6,0.44,1.74,0.42,1.55,0.0
191,2021-01-02,08:50:00,0.58,1.6,0.44,1.73,0.42,1.55,0.0
192,2021-01-02,09:00:00,0.58,1.59,0.44,1.72,0.42,1.55,0.0
193,2021-01-02,09:10:00,0.58,1.58,0.44,1.72,0.42,1.55,0.0
194,2021-01-02,09:20:00,0.58,1.58,0.44,1.71,0.42,1.55,0.0
195,2021-01-02,09:30:00,0.58,1.57,0.44,1.7,0.42,1.55,0.0
196,2021-01-02,09:40:00,0.58,1.57,0.44,1.7,0.42,1.55,0.0
197,2021-01-02,09:50:00,0.58,1.56,0.44,1.69,0.42,1.55,0.0
198,2021-01-02,10:00:00,0.58,1.56,0.44,1.68,0.42,1.55,0.0
199,2021-01-02,10:10:00,0.58,1.55,0.44,1.68,0.42,1.55,0.0
200,2021-01-02,10:20:00,0.58,1.55,0.44,1.67,0.42,1.55,0.0
201,2021-01-02,10:30:00,0.57,1.54,0.44,1.66,0.42,1.55,0.0
202,2021-01-02,10:40:00,0.57,1.53,0.44,1.66,0.42,1.55,0.0
203,2021-01-02,10:50:00,0.57,1.53,0.44,1.65,0.42,1.55,0.0
204,2021-01-02,11:00:00,0.57,1.52,0.44,1.64,0.42,1.55,0.0
205,2021-01-02,11:10:00,0.57,1.52,0.44,1.64,0.42,1.55,0.0
206,2021-01-02,11:20:00,0.57,1.51,0.44,1.63,0.42,1.55,0.0
207,2021-01-02,11:30:00,0.57,1.51,0.44,1.62,0.42,1.55,0.0
208,2021-01-02,11:40:00,0.57,1.5,0.44,1.61,0.42,1.55,0.0
209,2021-01-02,11:50:00,0.57,1.5,0.44,1.61,0.42,1.55,0.0
210,2021-01-02,12:00:00,0.57,1.49,0.44,1.6,0.42,1.55,0.0
211,2021-01-02,12:10:00,0.57,1.49,0.44,1.59,0.42,1.56,0.0
212,2021-01-02,12:20:00,0.57,1.48,0.44,1.58,0.42,1.56,0.0
213,2021-01-02,12:30:00,0.57,1.48,0.44,1.57,0.42,1.56,0.0
214,2021-01-02,12:40:00,0.57,1.47,0.44,1.57,0.42,1.56,0.0
215,2021-01-02,12:50:00,0.57,1.47,0.44,1.56,0.42,1.56,0.0
216,2021-01-02,13:00:00,0.56,1.46,0.44,1.55,0.42,1.57,0.0
217,2021-01-02,13:10:00,0.56,1.46,0.44,1.55,0.42,1.57,0.0
218,2021-01-02,13:20:00,0.56,1.45,0.44,1.54,0.42,1.57,0.0
219,2021-01-02,13:30:00,0.56,1.45,0.44,1.54,0.42,1.57,0.0
220,2021-01-02,13:40:00,0.56,1.44,0.44,1.53,0.42,1.57,0.0
221,2021-01-02,13:50:00,0.56,1.44,0.44,1.53,0.42,1.57,0.0
222,2021-01-02,14:00:00,0.56,1.43,0.44,1.52,0.42,1.57,0.0
223,2021-01-02,14:10:00,0.56,1.43,0.44,1.52,0.42,1.57,0.0
224,2021-01-02,14:20:00,0.56,1.42,0.44,1.51,0.42,1.57,0.0
225,2021-01-02,14:30:00,0.56,1.42,0.44,1.51,0.42,1.57,0.0
226,2021-01-02,14:40:00,0.56,1.41,0.44,1.5,0.42,1.57,0.0
227,2021-01-02,14:50:00,0.56,1.41,0.44,1.5,0.42,1.57,0.0
228,2021-01-02,15:00:00,0.56,1.4,0.44,1.49,0.42,1.57,0.0
229,2021-01-02,15:10:00,0.56,1.4,0.44,1.49,0.42,1.57,0.0
230,2021-01-02,15:20:00,0.56,1.39,0.44,1.48,0.42,1.57,0.0
231,2021-01-02,15:30:00,0.56,1.39,0.44,1.48,0.42,1.57,0.0
232,2021-01-02,15:40:00,0.56,1.38,0.44,1.48,0.42,1.57,0.0
233,2021-01-02,15:50:00,0.55,1.38,0.44,1.47,0.42,1.57,0.0
234,2021-01-02,16:00:00,0.55,1.37,0.44,1.47,0.42,1.57,0.0
235,2021-01-02,16:10:00,0.55,1.37,0.44,1.46,0.42,1.57,0.0
236,2021-01-02,16:20:00,0.55,1.36,0.44,1.46,0.42,1.57,0.0
237,2021-01-02,16:30:00,0.55,1.36,0.44,1.45,0.42,1.57,0.0
238,2021-01-02,16:40:00,0.55,1.35,0.44,1.45,0.42,1.57,0.0
239,2021-01-02,16:50:00,0.55,1.35,0.44,1.45,0.42,1.57,0.0
240,2021-01-02,17:00:00,0.55,1.34,0.44,1.44,0.42,1.57,0.0
241,2021-01-02,17:10:00,0.55,1.34,0.44,1.44,0.42,1.57,0.0
242,2021-01-02,17:20:00,0.55,1.33,0.44,1.43,0.42,1.57,0.0
243,2021-01-02,17:30:00,0.55,1.33,0.44,1.43,0.42,1.57,0.0
244,2021-01-02,17:40:00,0.55,1.33,0.44,1.42,0.42,1.57,0.0
245,2021-01-02,17:50:00,0.55,1.32,0.44,1.42,0.42,1.57,0.0
246,2021-01-02,18:00:00,0.55,1.32,0.44,1.42,0.42,1.57,0.0
247,2021-01-02,18:10:00,0.55,1.31,0.44,1.41,0.42,1.56,0.0
248,2021-01-02,18:20:00,0.55,1.31,0.44,1.41,0.42,1.56,0.0
249,2021-01-02,18:30:00,0.55,1.3,0.44,1.4,0.42,1.56,0.0
250,2021-01-02,18:40:00,0.55,1.3,0.44,1.4,0.42,1.56,0.0
251,2021-01-02,18:50:00,0.55,1.29,0.44,1.39,0.42,1.56,0.0
252,2021-01-02,19:00:00,0.54,1.29,0.44,1.39,0.42,1.56,0.0
253,2021-01-02,19:10:00,0.54,1.29,0.44,1.39,0.42,1.56,0.0
254,2021-01-02,19:20:00,0.54,1.28,0.44,1.38,0.42,1.56,0.0
255,2021-01-02,19:30:00,0.54,1.28,0.44,1.38,0.42,1.56,0.0
256,2021-01-02,19:40:00,0.54,1.27,0.44,1.37,0.42,1.56,0.0
257,2021-01-02,19:50:00,0.54,1.27,0.44,1.37,0.42,1.56,0.0
258,2021-01-02,20:00:00,0.54,1.26,0.44,1.37,0.42,1.56,0.0
259,2021-01-02,20:10:00,0.54,1.26,0.44,1.36,0.42,1.56,0.0
260,2021-01-02,20:20:00,0.54,1.26,0.44,1.36,0.42,1.56,0.0
261,2021-01-02,20:30:00,0.54,1.25,0.44,1.35,0.42,1.56,0.0
262,2021-01-02,20:40:00,0.54,1.25,0.44,1.35,0.42,1.55,0.0
263,2021-01-02,20:50:00,0.54,1.24,0.44,1.35,0.42,1.55,0.0
264,2021-01-02,21:00:00,0.54,1.24,0.44,1.34,0.42,1.55,0.0
265,2021-01-02,21:10:00,0.54,1.24,0.44,1.34,0.42,1.55,0.0
266,2021-01-02,21:20:00,0.54,1.23,0.44,1.34,0.42,1.55,0.0
267,2021-01-02,21:30:00,0.54,1.23,0.44,1.33,0.42,1.55,0.0
268,2021-01-02,21:40:00,0.54,1.22,0.44,1.33,0.42,1.55,0.0
269,2021-01-02,21:50:00,0.54,1.22,0.44,1.32,0.42,1.55,0.0
270,2021-01-02,22:00:00,0.54,1.22,0.44,1.32,0.42,1.55,0.0
271,2021-01-02,22:10:00,0.54,1.21,0.44,1.32,0.42,1.55,0.0
272,2021-01-02,22:20:00,0.53,1.21,0.44,1.31,0.42,1.55,0.0
273,2021-01-02,22:30:00,0.53,1.2,0.44,1.31,0.42,1.55,0.0
274,2021-01-02,22:40:00,0.53,1.2,0.44,1.31,0.42,1.54,0.0
275,2021-01-02,22:50:00,0.53,1.2,0.44,1.3,0.42,1.54,0.0
276,2021-01-02,23:00:00,0.53,1.19,0.44,1.3,0.42,1.54,0.0
277,2021-01-02,23:10:00,0.53,1.19,0.44,1.3,0.42,1.54,0.0
278,2021-01-02,23:20:00,0.53,1.19,0.44,1.29,0.42,1.54,0.0
279,2021-01-02,23:30:00,0.53,1.18,0.44,1.29,0.42,1.54,0.0
280,2021-01-02,23:40:00,0.53,1.18,0.44,1.28,0.42,1.54,0.0
281,2021-01-02,23:50:00,0.53,1.17,0.44,1.28,0.42,1.54,0.0
282,2021-01-03,00:00:00,0.53,1.17,0.44,1.28,0.42,1.54,0.0
283,2021-01-03,00:10:00,0.53,1.17,0.44,1.27,0.42,1.54,0.0
284,2021-01-03,00:20:00,0.53,1.16,0.44,1.27,0.42,1.53,0.0
285,2021-01-03,00:30:00,0.53,1.16,0.44,1.27,0.42,1.53,0.0
286,2021-01-03,00:40:00,0.53,1.16,0.44,1.26,0.42,1.53,0.0
287,2021-01-03,00:50:00,0.53,1.15,0.44,1.26,0.42,1.53,0.0
288,2021-01-03,01:00:00,0.53,1.15,0.44,1.26,0.42,1.53,0.0
289,2021-01-01,01:00:00,0.19,0.0,0.19,0.0,0.19,0.01,0.0
290,2021-01-01,01:10:00,0.19,0.0,0.19,0.0,0.19,0.0,0.04
291,2021-01-01,01:20:00,0.19,-0.02,0.19,0.0,0.19,0.03,0.04
292,2021-01-01,01:30:00,0.19,-0.05,0.19,0.01,0.19,0.02,0.04
293,2021-01-01,01:40:00,0.19,-0.1,0.19,0.02,0.19,0.0,0.04
294,2021-01-01,01:50:00,0.19,-0.17,0.19,0.01,0.19,-0.01,0.04
295,2021-01-01,02:00:00,0.2,-0.25,0.19,0.0,0.19,-0.04,0.04
296,2021-01-01,02:10:00,0.2,-0.33,0.19,-0.01,0.19,-0.07,0.05
297,2021-01-01,02:20:00,0.21,-0.41,0.19,-0.02,0.19,-0.1,0.04
298,2021-01-01,02:30:00,0.21,-0.47,0.19,-0.02,0.19,-0.12,0.04
299,2021-01-01,02:40:00,0.22,-0.53,0.19,-0.02,0.19,-0.14,0.04
300,2021-01-01,02:50:00,0.22,-0.58,0.19,-0.02,0.19,-0.15,0.04
301,2021-01-01,03:00:00,0.23,-0.61,0.19,-0.02,0.19,-0.17,0.04
302,2021-01-01,03:10:00,0.24,-0.64,0.19,-0.02,0.19,-0.18,0.04
303,2021-01-01,03:20:00,0.25,-0.67,0.19,-0.02,0.19,-0.19,0.05
304,2021-01-01,03:30:00,0.25,-0.69,0.19,-0.02,0.19,-0.2,0.05
305,2021-01-01,03:40:00,0.26,-0.71,0.19,-0.01,0.19,-0.21,0.05
306,2021-01-01,03:50:00,0.26,-0.73,0.19,-0.01,0.19,-0.21,0.05
307,2021-01-01,04:00:00,0.27,-0.75,0.19,-0.01,0.2,-0.22,0.05
308,2021-01-01,04:10:00,0.28,-0.76,0.19,0.0,0.2,-0.23,0.05
309,2021-01-01,04:20:00,0.28,-0.78,0.19,0.0,0.2,-0.23,0.05
310,2021-01-01,04:30:00,0.29,-0.8,0.19,0.01,0.2,-0.24,0.06
311,2021-01-01,04:40:00,0.29,-0.82,0.2,0.02,0.2,-0.24,0.05
312,2021-01-01,04:50:00,0.3,-0.84,0.2,0.02,0.2,-0.25,0.06
313,2021-01-01,05:00:00,0.3,-0.86,0.2,0.03,0.2,-0.25,0.06
314,2021-01-01,05:10:00,0.31,-0.88,0.2,0.03,0.2,-0.26,0.06
315,2021-01-01,05:20:00,0.31,-0.9,0.2,0.04,0.2,-0.26,0.06
316,2021-01-01,05:30:00,0.32,-0.92,0.2,0.05,0.2,-0.27,0.06
317,2021-01-01,05:40:00,0.32,-0.95,0.2,0.06,0.2,-0.27,0.06
